location,Базель,Базель,Базель,Базель
lat,47.54694,47.54694,47.54694,47.54694
lon,7.56892,7.56892,7.56892,7.56892
asl,283.697,283.697,283.697,283.697
variable,Temperature,Relative Humidity,Wind Speed,Wind Direction
unit,°C,%,km/h,°
level,2 m elevation corrected,2 m,10 m,10 m
resolution,hourly,hourly,hourly,hourly
aggregation,None,None,None,None
timestamp,Базель Temperature [2 m elevation corrected],Базель Relative Humidity [2 m],Базель Wind Speed [10 m],Базель Wind Direction [10 m]
20220817T2200,20.72053,81.0,3.5455887,23.962494
20220817T2300,19.600529,90.0,4.896529,287.10272
20220818T0000,19.13053,91.0,11.966953,276.91122
20220818T0100,18.990528,89.0,12.599999,270.0
20220818T0200,18.88053,90.0,13.779114,289.85522
20220818T0300,18.680529,87.0,12.620554,273.2705
20220818T0400,18.340528,85.0,11.928989,264.80557
20220818T0500,18.21053,84.0,9.178235,258.69006
20220818T0600,18.21053,83.0,6.849467,266.9872
20220818T0700,18.760529,81.0,6.151683,290.55603
20220818T0800,19.46053,77.0,2.2768397,251.56506
20220818T0900,20.770529,73.0,7.42159,337.16635
20220818T1000,20.71053,74.0,9.6932955,344.93152
20220818T1100,21.56053,69.0,11.4862,327.80426
20220818T1200,21.88053,67.0,13.570615,338.1986
20220818T1300,20.240528,80.0,11.304229,322.76517
20220818T1400,20.82053,75.0,9.686609,318.01282
20220818T1500,21.180529,72.0,10.383987,303.69006
20220818T1600,21.600529,70.0,12.387348,305.5377
20220818T1700,21.31053,72.0,10.630672,298.30078
20220818T1800,20.930529,76.0,10.308831,282.09476
20220818T1900,20.30053,83.0,11.966954,285.70865
20220818T2000,19.47053,87.0,12.181624,304.1597
20220818T2100,18.930529,92.0,6.696387,306.25385
20220818T2200,18.54053,93.0,7.5942073,275.44034
20220818T2300,18.31053,93.0,10.739833,283.57043
20220819T0000,17.97053,94.0,11.885453,271.73572
20220819T0100,17.610529,93.0,14.044615,271.4688
20220819T0200,17.510529,92.0,14.205182,261.25385
20220819T0300,17.410528,90.0,17.015474,263.92755
20220819T0400,17.46053,86.0,19.70815,279.46234
20220819T0500,17.22053,86.0,15.893093,283.0919
20220819T0600,17.190529,87.0,16.167967,281.56012
20220819T0700,17.680529,86.0,17.163355,279.6599
20220819T0800,18.670528,84.0,18.430452,282.4074
20220819T0900,20.690529,77.0,17.22742,296.0296
20220819T1000,22.340528,68.0,17.283749,305.67642
20220819T1100,24.260529,59.0,18.35647,318.17984
20220819T1200,23.98053,56.0,18.11841,310.97174
20220819T1300,22.23053,66.0,14.345898,287.52557
20220819T1400,22.280529,65.0,12.864649,287.92792
20220819T1500,22.440529,64.0,8.825508,281.7683
20220819T1600,23.72053,60.0,9.114471,260.90973
20220819T1700,23.430529,60.0,14.689589,252.89728
20220819T1800,23.430529,62.0,18.089775,238.8407
20220819T1900,21.81053,69.0,18.59845,222.64671
20220819T2000,20.760529,71.0,17.884428,229.8991
20220819T2100,20.15053,71.0,14.8257065,240.9454
20220819T2200,19.250528,75.0,12.0694,252.64598
20220819T2300,18.840528,74.0,9.227524,249.44395
20220820T0000,18.12053,75.0,8.669949,221.63354
20220820T0100,18.79053,74.0,6.638072,229.39871
20220820T0200,18.590528,80.0,6.1094027,225.0
20220820T0300,18.260529,84.0,5.692099,214.69516
20220820T0400,18.48053,84.0,5.315336,241.69925
20220820T0500,18.000528,88.0,6.12,270.0
20220820T0600,17.20053,95.0,9.47012,261.25385
20220820T0700,18.21053,90.0,17.551615,295.5139
20220820T0800,18.670528,87.0,10.805998,299.98163
20220820T0900,20.100529,77.0,8.404285,313.26428
20220820T1000,20.55053,73.0,8.4963045,306.38437
20220820T1100,20.62053,72.0,10.00256,300.25644
20220820T1200,21.62053,67.0,9.227524,290.55603
20220820T1300,21.340528,70.0,10.594036,279.7824
20220820T1400,22.110529,66.0,7.92,270.0
20220820T1500,23.98053,56.0,7.208994,267.1376
20220820T1600,24.440529,52.0,9.0,270.0
20220820T1700,24.350529,51.0,9.007196,267.7094
20220820T1800,24.100529,51.0,7.8625183,254.0546
20220820T1900,23.37053,54.0,5.8048253,240.25513
20220820T2000,22.22053,59.0,6.0347,197.35403
20220820T2100,20.64053,65.0,7.208994,182.86241
20220820T2200,19.770529,66.0,5.771239,176.42366
20220820T2300,18.920528,70.0,5.5887027,165.06857
20220821T0000,18.21053,72.0,5.4833565,156.8014
20220821T0100,18.05053,72.0,5.3999996,143.1301
20220821T0200,17.57053,74.0,4.6102495,128.6598
20220821T0300,16.95053,77.0,5.634891,116.56505
20220821T0400,16.360529,79.0,5.0142193,111.03751
20220821T0500,15.620529,81.0,4.6800003,112.61986
20220821T0600,15.310529,82.0,4.6938257,122.47119
20220821T0700,16.260529,80.0,4.3498964,114.44395
20220821T0800,18.160528,76.0,4.73506,98.74616
20220821T0900,20.15053,72.0,4.6938252,94.398705
20220821T1000,22.280529,63.0,2.16,89.99999
20220821T1100,23.62053,53.0,2.3051248,38.659805
20220821T1200,24.71053,44.0,2.8116899,39.805573
20220821T1300,24.830528,47.0,5.8048253,60.25511
20220821T1400,25.500528,45.0,4.8433046,48.01277
20220821T1500,25.98053,42.0,4.198285,30.963745
20220821T1600,26.21053,40.0,3.8773184,21.801407
20220821T1700,26.160528,40.0,3.0758414,20.556046
20220821T1800,25.850529,40.0,1.4399999,360.0
20220821T1900,25.240528,42.0,1.08,270.0
20220821T2000,24.37053,45.0,2.6208394,254.0546
20220821T2100,22.96053,53.0,4.6938257,237.52881
20220821T2200,21.170528,60.0,5.3999996,216.8699
20220821T2300,20.45053,62.0,4.3349743,184.76364
20220822T0000,19.73053,63.0,3.671294,168.69006
20220822T0100,19.430529,63.0,2.5455842,171.8699
20220822T0200,18.990528,63.0,2.5455842,171.8699
20220822T0300,18.430529,64.0,3.6,143.1301
20220822T0400,18.080528,64.0,5.1165614,129.2894
20220822T0500,17.48053,68.0,5.495161,121.6075
20220822T0600,17.100529,71.0,5.8048253,119.74488
20220822T0700,17.740528,72.0,4.5536795,108.434944
20220822T0800,19.73053,65.0,5.95906,115.01689
20220822T0900,22.14053,54.0,6.763786,115.20112
20220822T1000,24.14053,47.0,7.0911775,113.96249
20220822T1100,25.360529,42.0,7.42159,104.03624
20220822T1200,26.22053,38.0,6.162207,83.29016
20220822T1300,26.020529,41.0,7.5599995,89.99999
20220822T1400,26.64053,38.0,9.028754,85.42608
20220822T1500,26.97053,37.0,8.759178,80.537674
20220822T1600,26.940529,38.0,6.830519,71.56504
20220822T1700,26.760529,39.0,6.0347,72.64597
20220822T1800,26.440529,39.0,5.3999996,89.99999
20220822T1900,25.80053,39.0,5.6002855,135.0
20220822T2000,24.48053,46.0,7.24486,153.43495
20220822T2100,22.260529,54.0,8.049845,169.69516
20220822T2200,20.79053,55.0,6.489992,176.82018
20220822T2300,19.940529,57.0,4.6938252,175.60129
20220823T0000,19.490528,57.0,3.5455887,156.0375
20220823T0100,19.170528,57.0,4.072935,135.0
20220823T0200,18.850529,59.0,4.6102495,141.34018
20220823T0300,18.48053,60.0,4.5820518,135.0
20220823T0400,18.04053,62.0,4.39436,124.99202
20220823T0500,17.63053,63.0,5.3999996,126.869896
20220823T0600,17.420528,64.0,5.904439,127.56859
20220823T0700,17.840528,65.0,5.95906,115.01689
20220823T0800,20.010529,60.0,9.178235,115.55997
20220823T0900,22.760529,54.0,11.592895,115.76932
20220823T1000,24.780529,45.0,12.879752,116.56505
20220823T1100,25.930529,40.0,12.979984,109.44003
20220823T1200,26.82053,38.0,13.138765,99.46232
20220823T1300,27.600529,36.0,11.885453,91.7357
20220823T1400,28.100529,35.0,11.879999,89.99999
20220823T1500,28.31053,36.0,10.799999,89.99999
20220823T1600,28.330528,37.0,9.72,89.99999
20220823T1700,28.15053,37.0,10.308831,102.09476
20220823T1800,27.63053,36.0,11.923557,118.88658
20220823T1900,26.54053,37.0,11.246759,129.80557
20220823T2000,24.87053,43.0,10.703569,137.72632
20220823T2100,23.05053,47.0,10.296251,143.53076
20220823T2200,21.420528,52.0,9.793059,143.97263
20220823T2300,20.110529,57.0,9.686609,138.01279
20220824T0000,19.030529,60.0,7.6367526,135.0
20220824T0100,18.32053,62.0,8.435069,129.80557
20220824T0200,17.940529,62.0,9.178235,131.82016
20220824T0300,17.930529,61.0,9.504272,127.30394
20220824T0400,17.740528,62.0,10.883676,124.2157
20220824T0500,17.12053,64.0,11.4862,122.19573
20220824T0600,16.65053,65.0,11.384198,124.69515
20220824T0700,17.80053,62.0,10.383987,123.69006
20220824T0800,19.920528,56.0,10.464797,116.56505
20220824T0900,22.21053,51.0,10.829958,111.44774
20220824T1000,24.360529,46.0,9.779817,96.34019
20220824T1100,26.270529,42.0,10.823973,86.18592
20220824T1200,27.740528,36.0,12.959999,89.99999
20220824T1300,28.600529,33.0,15.328561,99.46232
20220824T1400,29.260529,32.0,15.484185,107.59242
20220824T1500,29.490528,32.0,17.114204,112.249016
20220824T1600,29.45053,31.0,17.58481,112.89055
20220824T1700,29.04053,32.0,18.03237,116.05349
20220824T1800,28.30053,35.0,16.610792,119.898895
20220824T1900,27.110529,39.0,13.217443,119.35774
20220824T2000,25.240528,47.0,10.990322,121.6075
20220824T2100,23.280529,54.0,9.085988,123.69006
20220824T2200,21.46053,59.0,8.435069,129.80557
20220824T2300,20.330528,61.0,7.6367526,135.0
20220825T0000,19.48053,63.0,6.9153743,128.6598
20220825T0100,19.090528,64.0,6.989936,124.508514
20220825T0200,19.240528,64.0,7.9932966,125.83765
20220825T0300,19.240528,64.0,6.989936,124.508514
20220825T0400,18.55053,66.0,5.634891,116.56505
20220825T0500,17.81053,69.0,5.4833565,113.19859
20220825T0600,17.32053,70.0,6.28713,113.62937
20220825T0700,17.990528,69.0,6.439876,116.56505
20220825T0800,20.47053,65.0,11.043261,109.025604
20220825T0900,22.54053,61.0,12.313893,105.25512
20220825T1000,24.490528,56.0,12.074766,100.30484
20220825T1100,26.29053,51.0,11.542478,93.576324
20220825T1200,27.610529,46.0,9.726665,87.8789
20220825T1300,28.260529,42.0,10.446206,91.97493
20220825T1400,29.170528,38.0,7.92,89.99999
20220825T1500,29.73053,35.0,4.6938252,85.60129
20220825T1600,29.910528,34.0,2.6208394,74.054596
20220825T1700,29.770529,35.0,3.2399998,89.99999
20220825T1800,29.340528,36.0,5.7599998,89.99999
20220825T1900,28.340528,40.0,6.924738,98.97262
20220825T2000,26.920528,47.0,8.311245,107.650116
20220825T2100,24.57053,58.0,9.387651,122.47119
20220825T2200,23.020529,65.0,7.7043357,127.40535
20220825T2300,21.88053,69.0,6.193674,125.537674
20220826T0000,21.21053,72.0,5.6002855,135.0
20220826T0100,20.89053,73.0,5.692099,124.69515
20220826T0200,20.510529,73.0,5.4833565,113.19859
20220826T0300,19.660528,75.0,5.815978,111.80141
20220826T0400,19.110529,75.0,6.151683,110.556046
20220826T0500,19.07053,75.0,5.991594,122.73523
20220826T0600,19.430529,72.0,5.0911684,135.0
20220826T0700,20.46053,64.0,3.6,126.869896
20220826T0800,21.850529,63.0,2.3051248,128.6598
20220826T0900,23.65053,58.0,1.484318,165.96376
20220826T1000,25.350529,54.0,2.16,270.0
20220826T1100,26.850529,50.0,5.0911684,278.1301
20220826T1200,28.250528,44.0,9.885262,303.11136
20220826T1300,28.64053,40.0,14.007655,295.90652
20220826T1400,29.350529,36.0,10.948973,313.6678
20220826T1500,28.46053,38.0,13.392774,323.74615
20220826T1600,27.740528,40.0,15.646544,336.97452
20220826T1700,26.270529,50.0,16.595179,335.65894
20220826T1800,26.13053,49.0,11.792404,328.73627
20220826T1900,25.40053,54.0,7.145796,310.91437
20220826T2000,24.360529,59.0,5.771239,273.57632
20220826T2100,23.990528,59.0,5.0528407,274.08563
20220826T2200,23.180529,60.0,5.0911684,315.0
20220826T2300,21.98053,66.0,6.696387,323.74615
20220827T0000,20.610529,75.0,7.9932966,324.16235
20220827T0100,19.530529,82.0,5.904439,307.5686
20220827T0200,18.280529,87.0,6.5693827,279.46234
20220827T0300,17.72053,90.0,7.2359104,264.28943
20220827T0400,17.70053,91.0,5.3999996,270.0
20220827T0500,17.600529,92.0,4.3349743,265.23636
20220827T0600,17.63053,93.0,3.6,270.0
20220827T0700,18.100529,90.0,2.52,270.0
20220827T0800,19.280529,84.0,2.8116899,309.80557
20220827T0900,20.82053,77.0,3.671294,348.69006
20220827T1000,22.54053,68.0,1.9386592,21.801407
20220827T1100,23.330528,64.0,1.8,89.99999
20220827T1200,23.490528,62.0,1.609969,26.565033
20220827T1300,23.270529,61.0,5.8603754,47.489548
20220827T1400,23.910528,58.0,5.315336,28.30075
20220827T1500,24.37053,56.0,5.315336,28.30075
20220827T1600,24.21053,57.0,5.1165614,50.7106
20220827T1700,23.82053,58.0,4.802999,77.00538
20220827T1800,23.430529,59.0,5.0528407,94.08562
20220827T1900,22.87053,61.0,4.1046314,105.25512
20220827T2000,22.270529,65.0,3.219938,116.56505
20220827T2100,21.56053,69.0,4.1046314,127.874985
20220827T2200,20.30053,74.0,4.6102495,141.34018
20220827T2300,19.020529,76.0,5.904439,142.4314
20220828T0000,17.860529,79.0,6.638072,130.60129
20220828T0100,17.020529,82.0,7.491114,125.21759
20220828T0200,16.55053,83.0,5.3999996,126.869896
20220828T0300,16.110529,83.0,4.39436,124.99202
20220828T0400,15.630529,83.0,3.8773184,111.80141
20220828T0500,15.060529,84.0,3.5455887,113.96249
20220828T0600,14.870529,85.0,3.219938,116.56505
20220828T0700,16.110529,81.0,1.8,89.99999
20220828T0800,18.670528,76.0,5.8048253,97.125015
20220828T0900,21.20053,69.0,12.783802,99.72758
20220828T1000,22.29053,64.0,12.979984,93.179825
20220828T1100,23.420528,62.0,11.885453,88.26429
20220828T1200,24.56053,57.0,10.823973,86.18592
20220828T1300,25.14053,57.0,7.653705,41.18593
20220828T1400,25.850529,52.0,7.6367526,44.999985
20220828T1500,26.29053,49.0,7.24486,63.43495
20220828T1600,26.47053,48.0,7.69592,79.2157
20220828T1700,26.270529,48.0,9.36,89.99999
20220828T1800,25.71053,50.0,10.823973,93.81408
20220828T1900,24.79053,54.0,10.137692,106.50436
20220828T2000,23.40053,61.0,10.315115,119.248825
20220828T2100,22.080528,66.0,10.787993,115.70995
20220828T2200,20.660528,71.0,9.504273,114.623566
20220828T2300,19.37053,75.0,9.339208,117.55281
20220829T0000,18.490528,78.0,7.5942082,121.429565
20220829T0100,17.860529,80.0,5.692099,124.69515
20220829T0200,17.37053,81.0,4.6938257,122.47119
20220829T0300,16.840528,82.0,4.6938257,122.47119
20220829T0400,16.39053,83.0,4.3349743,131.63353
20220829T0500,15.990529,83.0,3.8939953,123.69006
20220829T0600,15.680529,83.0,4.0249224,116.56505
20220829T0700,16.57053,80.0,1.4399999,89.99999
20220829T0800,18.72053,74.0,5.3999996,89.99999
20220829T0900,20.79053,68.0,5.5887027,75.06858
20220829T1000,22.840528,62.0,5.634891,63.43495
20220829T1100,24.63053,56.0,6.1094027,44.999985
20220829T1200,25.90053,50.0,5.8603754,47.489548
20220829T1300,26.750528,47.0,7.342588,78.69006
20220829T1400,27.510529,43.0,6.12,89.99999
20220829T1500,27.930529,41.0,6.12,89.99999
20220829T1600,28.13053,39.0,5.4119864,93.81408
20220829T1700,28.010529,38.0,5.7599998,89.99999
20220829T1800,27.530529,40.0,6.12,89.99999
20220829T1900,26.54053,45.0,5.7599998,89.99999
20220829T2000,25.760529,49.0,6.9899354,101.88866
20220829T2100,23.850529,59.0,8.287822,124.38034
20220829T2200,21.95053,67.0,7.2,143.1301
20220829T2300,21.21053,68.0,5.154415,155.22485
20220830T0000,20.39053,70.0,2.9024127,150.25511
20220830T0100,19.690529,73.0,2.8116899,129.80557
20220830T0200,19.340528,74.0,3.7064266,119.054596
20220830T0300,18.910528,75.0,5.95906,115.01689
20220830T0400,18.38053,76.0,7.5685663,115.34617
20220830T0500,17.580528,79.0,8.089993,110.854454
20220830T0600,16.600529,82.0,9.504273,114.623566
20220830T0700,17.080528,78.0,9.028754,113.498566
20220830T0800,19.97053,69.0,13.009903,104.42077
20220830T0900,23.12053,61.0,14.799459,108.434944
20220830T1000,25.740528,50.0,15.725037,105.9454
20220830T1100,27.330528,45.0,15.725037,105.9454
20220830T1200,28.57053,42.0,13.661038,108.434944
20220830T1300,28.39053,46.0,8.350138,82.56859
20220830T1400,28.73053,43.0,3.7585104,73.30075
20220830T1500,29.05053,38.0,2.4149535,333.43497
20220830T1600,29.05053,35.0,3.8268526,318.8141
20220830T1700,28.680529,35.0,4.1046314,322.12503
20220830T1800,28.13053,35.0,6.439876,333.43497
20220830T1900,26.57053,43.0,10.383987,303.69006
20220830T2000,23.250528,73.0,12.959999,270.0
20220830T2100,23.63053,64.0,9.178235,258.69006
20220830T2200,22.990528,64.0,9.007196,272.29062
20220830T2300,22.30053,68.0,13.627795,282.20047
20220831T0000,20.910528,78.0,13.779114,289.85522
20220831T0100,20.21053,76.0,10.137692,286.50436
20220831T0200,20.010529,76.0,9.72,270.0
20220831T0300,18.98053,84.0,9.339208,242.44719
20220831T0400,18.340528,83.0,8.14587,225.0
20220831T0500,18.14053,80.0,7.4128532,209.05461
20220831T0600,17.940529,77.0,6.830519,198.43495
20220831T0700,18.840528,75.0,3.671294,168.69006
20220831T0800,20.750528,64.0,2.52,89.99999
20220831T0900,21.71053,63.0,5.4119864,86.18592
20220831T1000,22.850529,60.0,12.429127,100.00798
20220831T1100,22.65053,59.0,14.689588,126.027374
20220831T1200,23.40053,54.0,17.31746,133.3153
20220831T1300,21.850529,62.0,11.183201,93.69138
20220831T1400,21.930529,60.0,16.62249,94.96974
20220831T1500,22.89053,57.0,18.782204,102.17145
20220831T1600,23.080528,55.0,18.25026,104.85861
20220831T1700,22.850529,56.0,17.935081,100.40771
20220831T1800,22.330528,58.0,15.111424,102.38075
20220831T1900,21.500528,60.0,11.770403,113.42869
20220831T2000,20.30053,66.0,11.113451,114.90476
20220831T2100,19.000528,71.0,10.464797,116.56505
20220831T2200,17.910528,74.0,8.557102,112.249016
20220831T2300,17.010529,76.0,7.289445,122.90524
20220901T0000,16.420528,77.0,5.8603754,137.48955
20220901T0100,15.910529,78.0,5.991594,122.73523
20220901T0200,15.280529,80.0,7.8954163,114.22774
20220901T0300,15.210529,81.0,9.659814,116.56505
20220901T0400,14.990529,82.0,9.511088,119.47589
20220901T0500,14.420529,84.0,9.387651,122.47119
20220901T0600,13.910529,85.0,9.290511,125.537674
20220901T0700,14.880529,77.0,7.5942082,121.429565
20220901T0800,16.48053,72.0,10.495713,112.16634
20220901T0900,18.13053,69.0,14.003029,107.96913
20220901T1000,19.610529,64.0,14.241629,106.14433
20220901T1100,21.420528,60.0,12.371645,98.36588
20220901T1200,23.29053,53.0,12.24,89.99999
20220901T1300,23.37053,54.0,5.8048253,29.744873
20220901T1400,24.07053,51.0,4.829907,63.43495
20220901T1500,24.690529,46.0,7.9932976,97.76516
20220901T1600,25.14053,42.0,11.542478,93.576324
20220901T1700,24.920528,42.0,14.830076,95.5722
20220901T1800,24.31053,45.0,14.332341,101.59217
20220901T1900,23.31053,48.0,12.371645,98.36588
20220901T2000,21.850529,55.0,11.570515,95.35582
20220901T2100,19.88053,62.0,10.931203,107.241455
20220901T2200,18.270529,67.0,9.826088,118.442924
20220901T2300,17.240528,68.0,10.883676,124.2157
20220902T0000,16.55053,68.0,11.681987,123.69006
20220902T0100,15.950529,68.0,11.592894,126.15819
20220902T0200,15.3005295,70.0,11.457958,133.72697
20220902T0300,14.690529,71.0,10.948973,133.66777
20220902T0400,14.080529,73.0,11.212135,132.39743
20220902T0500,13.750529,74.0,12.261157,130.23636
20220902T0600,13.410529,74.0,13.684735,125.36246
20220902T0700,14.360529,69.0,15.629971,118.92642
20220902T0800,16.020529,64.0,18.25026,112.011284
20220902T0900,18.15053,60.0,19.0392,105.350136
20220902T1000,20.580528,57.0,18.861387,103.240524
20220902T1100,22.770529,53.0,17.651016,101.76829
20220902T1200,24.54053,49.0,13.698934,93.01279
20220902T1300,24.96053,46.0,10.799999,89.99999
20220902T1400,25.98053,43.0,7.2,89.99999
20220902T1500,26.55053,43.0,3.9763298,95.19443
20220902T1600,26.22053,44.0,2.7416782,203.1986
20220902T1700,25.740528,43.0,3.2599385,186.3402
20220902T1800,25.280529,48.0,6.0347,162.64597
20220902T1900,23.520529,60.0,11.043261,199.0256
20220902T2000,21.750528,54.0,11.792404,192.33908
20220902T2100,20.87053,67.0,6.8777895,227.1211
20220902T2200,20.240528,74.0,1.2979984,213.69006
20220902T2300,20.07053,75.0,4.8433046,131.98721
20220903T0000,18.750528,83.0,3.9763298,95.19443
20220903T0100,18.660528,82.0,10.8955765,97.59464
20220903T0200,18.260529,85.0,10.630672,118.30075
20220903T0300,17.520529,89.0,8.209263,142.12502
20220903T0400,17.38053,83.0,5.0142193,201.0375
20220903T0500,16.680529,89.0,10.495713,112.16634
20220903T0600,16.90053,88.0,12.594856,120.963745
20220903T0700,17.29053,85.0,13.104198,127.1847
20220903T0800,18.45053,83.0,10.233123,140.71059
20220903T0900,19.05053,80.0,5.0142193,201.0375
20220903T1000,19.580528,74.0,7.928178,177.39743
20220903T1100,21.520529,70.0,5.8048253,209.74489
20220903T1200,20.850529,68.0,0.8049845,116.56505
20220903T1300,23.55053,51.0,4.452954,255.96376
20220903T1400,23.580528,49.0,7.0911775,293.9625
20220903T1500,23.54053,50.0,6.489992,289.44003
20220903T1600,23.500528,50.0,4.68,270.0
20220903T1700,23.530529,50.0,3.7585104,253.30075
20220903T1800,23.32053,50.0,3.319036,220.6013
20220903T1900,22.860529,50.0,4.3498964,204.44395
20220903T2000,22.170528,53.0,3.2399998,180.0
20220903T2100,21.30053,57.0,5.6002855,135.0
20220903T2200,19.500528,67.0,7.2,126.869896
20220903T2300,19.12053,68.0,6.1305785,130.23636
20220904T0000,18.98053,68.0,5.1919937,123.69006
20220904T0100,18.87053,68.0,6.4096174,128.15723
20220904T0200,18.770529,67.0,5.6233797,129.80557
20220904T0300,18.530529,67.0,6.6185193,112.380135
20220904T0400,17.65053,71.0,7.628263,109.29004
20220904T0500,16.500528,75.0,7.8625183,105.9454
20220904T0600,15.080529,82.0,9.0,106.2602
20220904T0700,15.710529,82.0,8.891344,111.37062
20220904T0800,18.330528,74.0,11.503113,110.1363
20220904T0900,20.940529,67.0,12.303366,110.556046
20220904T1000,23.14053,57.0,9.826088,118.442924
20220904T1100,24.190529,52.0,5.1165614,129.2894
20220904T1200,24.95053,49.0,1.5273507,135.0
20220904T1300,26.240528,41.0,2.4149535,116.56505
20220904T1400,26.930529,39.0,1.609969,116.56505
20220904T1500,27.350529,38.0,3.096837,125.537674
20220904T1600,27.490528,38.0,4.510787,118.61046
20220904T1700,27.32053,39.0,6.0347,107.35402
20220904T1800,26.81053,41.0,7.69592,100.784294
20220904T1900,25.520529,46.0,9.885262,100.49147
20220904T2000,23.680529,55.0,10.483357,105.9454
20220904T2100,21.71053,63.0,8.707237,119.74488
20220904T2200,20.31053,67.0,5.8603754,137.48955
20220904T2300,19.06053,72.0,6.193674,125.537674
20220905T0000,18.14053,75.0,5.904439,127.56859
20220905T0100,17.82053,69.0,6.3690495,132.70938
20220905T0200,17.88053,63.0,6.4096174,128.15723
20220905T0300,17.65053,62.0,6.696387,126.25384
20220905T0400,17.48053,65.0,7.289445,122.90524
20220905T0500,17.330528,66.0,7.5942082,121.429565
20220905T0600,16.87053,68.0,7.5685663,115.34617
20220905T0700,17.15053,69.0,5.0142193,111.03751
20220905T0800,19.29053,65.0,5.634891,116.56505
20220905T0900,21.760529,59.0,5.95906,115.01689
20220905T1000,24.15053,52.0,6.489992,109.44003
20220905T1100,26.100529,45.0,5.937272,104.03624
20220905T1200,27.530529,40.0,6.489992,93.179825
20220905T1300,28.62053,39.0,1.835647,78.69006
20220905T1400,29.330528,37.0,3.8939953,56.30993
20220905T1500,29.580528,35.0,3.96,89.99999
20220905T1600,29.54053,34.0,3.6179552,95.71059
20220905T1700,29.280529,34.0,3.396233,122.00538
20220905T1800,28.73053,36.0,3.671294,101.30993
20220905T1900,27.910528,40.0,6.489992,93.179825
20220905T2000,25.750528,51.0,9.178235,115.55997
20220905T2100,23.420528,56.0,8.587338,146.97614
20220905T2200,21.740528,54.0,9.504273,155.37643
20220905T2300,21.39053,55.0,7.628263,160.70996
20220906T0000,21.31053,56.0,6.792466,147.99461
20220906T0100,21.87053,53.0,7.7043357,127.40535
20220906T0200,22.930529,50.0,8.161764,138.57634
20220906T0300,22.240528,54.0,7.9036193,149.93141
20220906T0400,21.520529,60.0,8.654987,135.0
20220906T0500,20.780529,65.0,8.534353,117.64597
20220906T0600,19.940529,73.0,10.144082,117.474434
20220906T0700,20.06053,77.0,8.534353,117.64597
20220906T0800,22.180529,73.0,5.692099,124.69515
20220906T0900,24.170528,63.0,2.1897945,99.46232
20220906T1000,25.70053,56.0,2.0991426,329.03625
20220906T1100,26.850529,52.0,1.9386592,21.801407
20220906T1200,27.90053,48.0,2.8799999,89.99999
20220906T1300,28.920528,47.0,0.35999998,180.0
20220906T1400,29.56053,44.0,3.7064266,119.054596
20220906T1500,29.830528,42.0,3.6,143.1301
20220906T1600,29.81053,41.0,0.8049845,153.43495
20220906T1700,29.45053,42.0,1.9386592,291.8014
20220906T1800,28.73053,42.0,1.8,360.0
20220906T1900,28.020529,44.0,1.609969,206.56505
20220906T2000,27.47053,44.0,5.495161,211.6075
20220906T2100,26.97053,46.0,3.4152596,198.43495
20220906T2200,26.07053,52.0,4.0249224,190.30484
20220906T2300,23.48053,60.0,11.043261,250.9744
20220907T0000,22.590528,66.0,5.8603754,227.48956
20220907T0100,22.260529,70.0,8.373386,154.53665
20220907T0200,21.95053,72.0,7.5685663,205.34618
20220907T0300,21.23053,78.0,6.9247384,242.10274
20220907T0400,20.680529,78.0,6.6087217,209.35776
20220907T0500,19.580528,81.0,6.8399997,180.0
20220907T0600,18.64053,82.0,6.2145634,169.99202
20220907T0700,19.15053,78.0,2.968636,165.96376
20220907T0800,20.690529,76.0,3.7585104,286.69925
20220907T0900,22.590528,65.0,11.367109,280.95407
20220907T1000,23.40053,60.0,9.449572,287.7447
20220907T1100,24.690529,55.0,6.297428,300.96375
20220907T1200,25.840528,50.0,4.6102495,321.3402
20220907T1300,27.280529,43.0,1.1384199,341.56506
20220907T1400,27.990528,40.0,2.0364676,44.999985
20220907T1500,28.39053,39.0,3.6,89.99999
20220907T1600,28.170528,39.0,5.3517847,109.653824
20220907T1700,27.910528,38.0,6.151683,110.556046
20220907T1800,26.910528,42.0,8.587338,236.97614
20220907T1900,22.37053,57.0,13.004921,274.76364
20220907T2000,20.57053,67.0,3.0758414,339.44397
20220907T2100,20.38053,67.0,3.2399998,89.99999
20220907T2200,20.030529,70.0,3.0758414,110.556046
20220907T2300,19.580528,74.0,1.8,143.1301
20220908T0000,19.32053,77.0,2.7416782,203.1986
20220908T0100,18.81053,82.0,4.1046314,322.12503
20220908T0200,18.21053,90.0,2.8116899,309.80557
20220908T0300,18.940529,80.0,16.171976,253.17859
20220908T0400,17.080528,79.0,19.881649,227.93567
20220908T0500,16.65053,70.0,15.546833,222.18445
20220908T0600,16.55053,74.0,16.179987,212.27565
20220908T0700,16.55053,72.0,14.186923,234.2933
20220908T0800,18.12053,67.0,16.923828,268.78113
20220908T0900,18.87053,67.0,22.065973,275.61758
20220908T1000,19.760529,62.0,22.148045,277.47156
20220908T1100,20.770529,56.0,23.499481,275.2739
20220908T1200,21.05053,54.0,25.455843,278.1301
20220908T1300,22.910528,44.0,23.499481,264.7261
20220908T1400,23.280529,43.0,23.576563,262.98352
20220908T1500,23.280529,42.0,23.177402,263.7581
20220908T1600,23.110529,43.0,21.707731,264.28943
20220908T1700,22.56053,44.0,20.316889,262.875
